ShipDate,OrderNumber,ItemCode,ItemDescription,OrderLocation,SKUCode,Department,UnitsSold,TotalNetRevenue,TotalCOGS,GrossMarginDollars,GrossMarginPercent,CurrentAverageCost,CurrentRetailPriceEach,Current_GM_Each,Class,Category,Sub_Class,Quarter
3/15/2007  12:00:00 AM,G0835718,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",264 - Columbus Studio,101745,LIGHTING,1.00,331.20,187.47,143.73,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/16/2007  12:00:00 AM,G0836854,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",200 - DWR Call Center,101745,LIGHTING,1.00,331.20,187.47,143.73,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/19/2007  12:00:00 AM,G0836057,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",200 - DWR Call Center,101745,LIGHTING,1.00,331.20,187.47,143.73,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/19/2007  12:00:00 AM,G0837914,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",217 - Pasadena Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/19/2007  12:00:00 AM,G0835540,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",272 - East Hampton Studio,101745,LIGHTING,3.00,993.60,562.42,431.18,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/20/2007  12:00:00 AM,G0837164,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",200 - DWR Call Center,101745,LIGHTING,6.00,"1,987.20","1,124.84",862.36,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/20/2007  12:00:00 AM,WEB0838960,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",205 - zz_Website - dwr.com,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/20/2007  12:00:00 AM,G0836066,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",223 - Chelsea Studio,101745,LIGHTING,1.00,331.20,187.47,143.73,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/20/2007  12:00:00 AM,G0829941,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",245 - Minneapolis Studio,101745,LIGHTING,1.00,331.20,187.47,143.73,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/21/2007  12:00:00 AM,G0838497,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",239 - Denver Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/21/2007  12:00:00 AM,G0840523,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",259 - Las Vegas Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/21/2007  12:00:00 AM,G0818309,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",272 - East Hampton Studio,101745,LIGHTING,2.00,662.40,374.95,287.45,43.40,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/23/2007  12:00:00 AM,G0841043,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",213 - Santa Monica Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/26/2007  12:00:00 AM,G0840708,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",246 - Providence Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/27/2007  12:00:00 AM,WEB0842123,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",205 - zz_Website - dwr.com,101745,LIGHTING,1.00,182.63,93.04,89.59,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/27/2007  12:00:00 AM,WEB0842123,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",205 - zz_Website - dwr.com,101745,LIGHTING,1.00,185.37,94.43,90.94,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/27/2007  12:00:00 AM,G0843006,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",213 - Santa Monica Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/27/2007  12:00:00 AM,G0837965,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",215 - Newport Beach Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/27/2007  12:00:00 AM,G0842431,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",231 - Philadelphia Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/27/2007  12:00:00 AM,G0841811,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",252 - Scottsdale Studio,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/28/2007  12:00:00 AM,WEB0843234,0097 WHITE,"Nelson Cigar Pendant Lamp - Large, White",205 - zz_Website - dwr.com,101745,LIGHTING,1.00,368.00,187.47,180.53,49.06,188.11,368.00,51.12,PENDANTS,MISC,MISC,Q1 07
3/15/2007  12:00:00 AM,G0830891,0102 WHITE,"Nelson Cigar Floor Lamp - Lotus Base/Large - SPO, White",250 - Mill Valley Studio,101837,LIGHTING,1.00,479.70,249.00,230.70,48.09,249.00,533.00,46.72,FLOOR,MISC,MISC,Q1 07
1/2/2007  12:00:00 AM,G0789205,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,8.00,"2,529.60","1,287.64","1,241.96",49.10,166.81,370.00,335.66,TASK,MISC,MISC,Q1 07
1/5/2007  12:00:00 AM,G0790684,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,340.00,160.96,179.04,52.66,166.81,370.00,48.39,TASK,MISC,MISC,Q1 07
1/5/2007  12:00:00 AM,G0791177,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",210 - San Francisco Studio,154987,LIGHTING,1.00,340.00,160.96,179.04,52.66,166.81,370.00,48.39,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0794187,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0796786,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,204.00,160.40,43.60,21.37,166.81,370.00,11.78,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,WEB0791183,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,WEB0792171,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,2.00,680.00,320.81,359.19,52.82,166.81,370.00,97.08,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0793117,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",211 - Palo Alto Studio,154987,LIGHTING,1.00,316.20,160.40,155.80,49.27,166.81,370.00,42.11,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0796904,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",236 - Bethesda Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0792540,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",241 - Tree Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0797071,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",259 - Las Vegas Studio,154987,LIGHTING,1.00,306.00,160.40,145.60,47.58,166.81,370.00,39.35,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0796341,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",266 - Greenwich Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/10/2007  12:00:00 AM,G0793947,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",275 - Santa Barbara Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/11/2007  12:00:00 AM,WEB0797468,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/11/2007  12:00:00 AM,G0796159,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",251 - Evanston Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/12/2007  12:00:00 AM,G0793073,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",223 - Chelsea Studio,154987,LIGHTING,10.00,"2,822.00","1,604.04","1,217.96",43.16,166.81,370.00,329.18,TASK,MISC,MISC,Q1 07
1/15/2007  12:00:00 AM,G0798522,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",229 - Columbus Ave Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/18/2007  12:00:00 AM,G0799039,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",223 - Chelsea Studio,154987,LIGHTING,9.00,"2,539.80","1,443.64","1,096.16",43.16,166.81,370.00,296.26,TASK,MISC,MISC,Q1 07
1/19/2007  12:00:00 AM,G0799669,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",225 - East 62nd Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
1/19/2007  12:00:00 AM,G0799692,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",266 - Greenwich Studio,154987,LIGHTING,1.00,314.78,160.40,154.38,49.04,166.81,370.00,41.72,TASK,MISC,MISC,Q1 07
1/21/2007  12:00:00 AM,G0797473,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",225 - East 62nd Studio,154987,LIGHTING,1.00,316.20,160.40,155.80,49.27,166.81,370.00,42.11,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0802749,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0813428,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0814496,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,2.00,578.00,320.27,257.73,44.59,166.81,370.00,69.66,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,WEB0809829,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,2.00,680.00,320.27,359.73,52.90,166.81,370.00,97.22,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,WEB0810672,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,2.00,680.00,320.27,359.73,52.90,166.81,370.00,97.22,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0779064,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",210 - San Francisco Studio,154987,LIGHTING,2.00,630.00,320.27,309.73,49.16,166.81,370.00,83.71,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0806009,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",226 - Coral Gables Studio,154987,LIGHTING,1.00,340.00,160.40,179.60,52.82,166.81,370.00,48.54,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0811457,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",226 - Coral Gables Studio,154987,LIGHTING,2.00,612.00,320.27,291.73,47.67,166.81,370.00,78.85,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0811871,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",240 - Houston Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0801818,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",241 - Tree Studio,154987,LIGHTING,3.00,867.00,480.41,386.59,44.59,166.81,370.00,104.48,TASK,MISC,MISC,Q1 07
2/9/2007  12:00:00 AM,G0806651,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",256 - Tribeca Studio,154987,LIGHTING,2.00,632.40,320.27,312.13,49.36,166.81,370.00,84.36,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0799103,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,3.00,948.58,480.40,468.18,49.36,166.81,370.00,126.54,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0801611,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0801951,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0803457,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,3.00,"1,020.00",480.41,539.59,52.90,166.81,370.00,145.84,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0803460,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,3.00,"1,020.00",480.41,539.59,52.90,166.81,370.00,145.84,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0803533,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0805886,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0806556,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,3.00,"1,020.00",480.41,539.59,52.90,166.81,370.00,145.84,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,WEB0807031,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0788182,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",216 - Portland Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0727485,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",224 - West Palm Beach Studio,154987,LIGHTING,1.00,306.00,160.14,145.86,47.67,166.81,370.00,39.42,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0801202,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",231 - Philadelphia Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0806429,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",239 - Denver Studio,154987,LIGHTING,1.00,334.87,160.14,174.73,52.18,166.81,370.00,47.23,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0807864,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",240 - Houston Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0804083,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",247 - Austin Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0801307,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",252 - Scottsdale Studio,154987,LIGHTING,1.00,306.00,160.14,145.86,47.67,166.81,370.00,39.42,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0801019,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",257 - Westport Studio,154987,LIGHTING,1.00,316.20,160.14,156.06,49.36,166.81,370.00,42.18,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0805540,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",259 - Las Vegas Studio,154987,LIGHTING,1.00,323.00,160.14,162.86,50.42,166.81,370.00,44.02,TASK,MISC,MISC,Q1 07
2/10/2007  12:00:00 AM,G0799779,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",269 - New Orleans Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/12/2007  12:00:00 AM,G0815307,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",218 - Dallas Studio,154987,LIGHTING,1.00,289.00,160.14,128.86,44.59,166.81,370.00,34.83,TASK,MISC,MISC,Q1 07
2/12/2007  12:00:00 AM,G0813829,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",225 - East 62nd Studio,154987,LIGHTING,1.00,306.00,160.14,145.86,47.67,166.81,370.00,39.42,TASK,MISC,MISC,Q1 07
2/12/2007  12:00:00 AM,G0814835,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",229 - Columbus Ave Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/12/2007  12:00:00 AM,G0813578,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",252 - Scottsdale Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/13/2007  12:00:00 AM,G0801672,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,4.00,"1,360.00",640.54,719.46,52.90,166.81,370.00,194.45,TASK,MISC,MISC,Q1 07
2/14/2007  12:00:00 AM,G0816652,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/14/2007  12:00:00 AM,G0817842,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",226 - Coral Gables Studio,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/15/2007  12:00:00 AM,G0817186,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,340.00,160.14,179.86,52.90,166.81,370.00,48.61,TASK,MISC,MISC,Q1 07
2/15/2007  12:00:00 AM,G0817573,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",287 - Milwaukee Studio,154987,LIGHTING,1.00,289.00,160.14,128.86,44.59,166.81,370.00,34.83,TASK,MISC,MISC,Q1 07
2/16/2007  12:00:00 AM,WEB0818115,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,3.00,867.00,480.41,386.59,44.59,166.81,370.00,104.48,TASK,MISC,MISC,Q1 07
2/20/2007  12:00:00 AM,WEB0818732,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,289.00,160.04,128.96,44.62,166.81,370.00,34.85,TASK,MISC,MISC,Q1 07
2/20/2007  12:00:00 AM,WEB0818762,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,2.00,680.00,320.08,359.92,52.93,166.81,370.00,97.27,TASK,MISC,MISC,Q1 07
2/20/2007  12:00:00 AM,G0819314,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",261 - Cleveland Studio,154987,LIGHTING,1.00,340.00,160.04,179.96,52.93,166.81,370.00,48.64,TASK,MISC,MISC,Q1 07
2/21/2007  12:00:00 AM,G0820172,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,2.00,680.00,320.08,359.92,52.93,166.81,370.00,97.27,TASK,MISC,MISC,Q1 07
2/21/2007  12:00:00 AM,WEB0819406,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,289.00,160.04,128.96,44.62,166.81,370.00,34.85,TASK,MISC,MISC,Q1 07
2/21/2007  12:00:00 AM,G0819159,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",232 - Boston Studio,154987,LIGHTING,2.00,578.00,320.08,257.92,44.62,166.81,370.00,69.71,TASK,MISC,MISC,Q1 07
2/21/2007  12:00:00 AM,G0819691,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",243 - Fillmore Studio,154987,LIGHTING,1.00,289.00,160.04,128.96,44.62,166.81,370.00,34.85,TASK,MISC,MISC,Q1 07
2/21/2007  12:00:00 AM,G0819966,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",249 - Birmingham Studio,154987,LIGHTING,1.00,289.00,160.04,128.96,44.62,166.81,370.00,34.85,TASK,MISC,MISC,Q1 07
2/21/2007  12:00:00 AM,G0717980,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",266 - Greenwich Studio,154987,LIGHTING,2.00,680.00,320.08,359.92,52.93,166.81,370.00,97.27,TASK,MISC,MISC,Q1 07
2/21/2007  12:00:00 AM,G0818214,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",266 - Greenwich Studio,154987,LIGHTING,1.00,289.00,160.04,128.96,44.62,166.81,370.00,34.85,TASK,MISC,MISC,Q1 07
2/22/2007  12:00:00 AM,G0820441,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",215 - Newport Beach Studio,154987,LIGHTING,1.00,316.20,160.04,156.16,49.39,166.81,370.00,42.20,TASK,MISC,MISC,Q1 07
2/22/2007  12:00:00 AM,G0820687,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",223 - Chelsea Studio,154987,LIGHTING,1.00,340.00,160.04,179.96,52.93,166.81,370.00,48.64,TASK,MISC,MISC,Q1 07
2/22/2007  12:00:00 AM,G0821058,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",250 - Mill Valley Studio,154987,LIGHTING,2.00,578.00,320.08,257.92,44.62,166.81,370.00,69.71,TASK,MISC,MISC,Q1 07
2/24/2007  12:00:00 AM,G0823005,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",260 - Burlingame Studio,154987,LIGHTING,1.00,340.00,160.04,179.96,52.93,166.81,370.00,48.64,TASK,MISC,MISC,Q1 07
2/26/2007  12:00:00 AM,G0823257,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",242 - LA - Beverly Blvd Studio,154987,LIGHTING,1.00,340.00,160.04,179.96,52.93,166.81,370.00,48.64,TASK,MISC,MISC,Q1 07
2/26/2007  12:00:00 AM,G0822158,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",292 - Lafayette Studio,154987,LIGHTING,1.00,340.00,160.04,179.96,52.93,166.81,370.00,48.64,TASK,MISC,MISC,Q1 07
2/27/2007  12:00:00 AM,WEB0823546,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,340.00,160.04,179.96,52.93,166.81,370.00,48.64,TASK,MISC,MISC,Q1 07
3/2/2007  12:00:00 AM,G0825361,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",233 - Boulder Studio,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
3/2/2007  12:00:00 AM,G0826082,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",243 - Fillmore Studio,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
3/2/2007  12:00:00 AM,G0818723,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",247 - Austin Studio,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
3/2/2007  12:00:00 AM,G0825833,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",266 - Greenwich Studio,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
3/4/2007  12:00:00 AM,WEB0825521,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
3/4/2007  12:00:00 AM,G0828486,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",248 - Atlanta Studio,154987,LIGHTING,1.00,227.80,160.04,67.76,29.75,166.81,370.00,18.31,TASK,MISC,MISC,Q1 07
3/5/2007  12:00:00 AM,G0825178,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",200 - DWR Call Center,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
3/5/2007  12:00:00 AM,WEB0826093,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
3/5/2007  12:00:00 AM,WEB0826195,0145 ALUMINUM,"Tolomeo Desk Lamp, Aluminum",205 - zz_Website - dwr.com,154987,LIGHTING,1.00,306.00,160.04,145.96,47.70,166.81,370.00,39.45,TASK,MISC,MISC,Q1 07
